song,spectrogram hash,mfcc hash,mel spectrogram hash,Chroma_stft hash
Group17_Song3_Vocals.mp3,82fa82fa82fa80fa84ea84ea84ea81ee81ee81ecc376c9edc176798dc1f4799c,837c807ca0f9b0b8b0b8acc9cc6382729312fb14fb14db16df04fe877c87fc86,84ea84ea84e3c1e7c175cb75cb454b454b444b443b9c379e369e349e359a35ba,c5c6a54a392b3d2bc5c6c5c2392b3939c5c6c4c6393b3b393a39c6c6c6d43a39
Group17_Song4_Full.mp3,e145f846e1459ecee1459ea8a6991eb8963b1eb29e3b48361c3b61561ebb6156,fae0b0c5b0cdf7d9e3d1e0d5f067802e8f28dd3adf628e3a083e44364d360f18,a155a151862996ab9eaf9aefdae76ae76ac66a644e7454785528552a751a251a,9665ad56699a695a96659665699a699a96659665691a699a699a96659665699a
Group17_Song4_Music.mp3,f1c7f146f1c7b546f1c79e3cf4c61e389ebc0eb88e3c0e300e3cc3300f3cc330,f3c0f146f0c6f2c6b7c5f4b4e089c86b8f4b8f348f388f390b3948b31e300f3c,f0c7f0c7f0c78e7c8f7c8feac5e2f5e0fcc09ea00e300e342a346ab57a311e30,cf18cf1830e730e7cf18cf1830e730e7cf18cf1830e730e730e7cf18cf1830e7
Group17_Song4_Vocals.mp3,8f1c8e348f1c8e328f188e2a8f3996229733d662972378e6b4a379e634ab63e6,8e258e31a7318f11ab198b148a548accd8cef1caf1c2d1cef1cef1cef1ca71ca,8f1d8719863996ab92ab9aa75ae76ae76a476a5468745468556a55aa559a651a,b8678f426158655e9e02a0636f5e6158b8679e26e0706fdc61fd9a219ea761d9
Group22_Song1_Full.mp3,8fe0a69a8fe0a69a8fe0bdb48fc05964bfc05b6cbf805b6cbc824b2ebc8a4a2a,8fc08fc08fc087c087d483e583fd837fb03be01bf01bf01ff01f701f701f701f,87c087c08780a7a0afa0bea2fac07e465a427e5a7e1a743a787a707f68ed68ed,9f80607f607f9f809f80607f607f9f809f80607f607f9f80607f607f9f809f80
Group22_Song1_Music.mp3,cb617fdecbe17efe8fe07eee8fe05a66afc05224bcc0402cbcd0402cb4d0403d,8fc08fc08fc0afc0cbe0cbe9db3dcb3fc01fc01ff01ff01fb01fb01eb0163486,cbc1cbc0cbc08fc0afc0aec08fc0aec0cfc0ac9fae063c3e3c3e3c3f383f303f,8fc08fc0703f703f8fc08fc0703f703f8fc08fc0703f703f703f8fc08fc0703f
Group22_Song1_vocals.mp3,85c0a69b85c0a69385c0a4b487a15b7487335b6c87335b689f3b5b6bba3b5a6b,87b087b08711851185118515a4c6ed82f8e6f8e6f8e6f8cef84efa4f7a4d5a2d,8590a5b085b8a7ba8a3aba3a3a3a7a3e7a72727272727263726362ed49cd49c5,9fff80046dce4ccc9e669fee408c6fcf80009f7f40006dcd7f999233bf7b6000
Group22_Song2_music.mp3,9b198bd98b1be6e2862264e2e4267de5e42479e0f4547cecf0545bfef05003ab,8000c000e402e422c62387a38b399bdb9bff93df9bdebfdc39dc798c7cc474e4,8b198b1987198618b218f0d4e2c660f268f374f37cf574e47de47ce41e6236ea,b838b83847474747b838b83847474747b838b838474747474747b838b8384747
Group22_Song2_vocals.mp3,e416e414e414e414e004bdfaa0c21ffb80e21ffb82e21feb82a35f3b98235f7f,a402a002b092b1c2f1c0e654c444cc45cd1dec3dcc0dcfabdbeb1bef5beb1bbb,a610a410a490a4a2a423cd2ecd0f4d0f5d0f5d4f197318f319ff1bff5b8e5b8e,81e0a3237c9f7e1f816081e07e1f7c9f836381e072377e9f7c1f816081e07e1f
Group22_Song3_Full.mp3,8ec197668fc1956ac7c149e9c78168d9c78068d9e78068f9f78070f4ff9030f7,8fc08fc08780c78087cb87df8fff88feb83eb03eb03ef036f03c703c703c701c,9ec097c097c087c0e780e701ef006730f750725a7ad270be78b7693f683f683f,9f81607e607e9f819f81607e607e9f819f81607e607e9f81607e607e9f819f81
Group22_Song3_music.mp3,8fc197368fc197f8c78145f8c7806178c7c06178f7806078ff407079ff50787d,8fc08fc0cfc0c7c08fc187f786ff801f803fb03fb03ff03ef03ef03c703c7018,8fc18fc18fc087c087c0c780c780f330f70077707c42747e7c76787f783f703f,8fc08fc0703f703f8fc08fc0703f703f8fc08fc0703f703f703f8fc08fc0703f
Group22_Song3_vocals.mp3,b2e6b76eb266956ab74b9569b64b94a9b2634da3b0614da3a0e34893a6eb4892,b7e7b7639262921a921bb258b914bb14e4c4cdaccda4eca4c8b5c8b3c8bbc89b,b66ab66ab669b66db66da545a9452d55665542d55a964892499349b34db24db2,97c780017cbc78bc834387c3783c7ebc810397c740007cbc7ebc8343b7ef78bc
Group22_Song4_vocals.mp3,878e8f8f8f978eb58f978c3187178e618707aa63870f6a6a8f0a6a6a8f4a684a,8f068f069593859785b792a58aa5d3b1fbf8eacaf84af86af868f86070687078,87978797879787158e318a298a298b29cb2dcb2d496d686d6c6878ea78fa70da,8f078e01783078118f078f07783178308f078f8f7873707078fb8fcf8fcf70f8
Group22_Song4-music.mp3,f85c2acdf87c2a4df87c284da87c284d8b6c686f8b6c686e83ec686687e86d62,aa1ca84ccb4ceb6cee6ccb58907eb4fdb4b5b4b1b4b113930793478347834783,f87cf87cf87ce86caa6c8a6c8a6c824dd05d105f551705975597178357835783,cbf4cbf4340b340bcbf4cbf4340b340bcbf4cbf4340b340b340bcbf4cbf4340b
